Gadget Type,Gender,Language,Product Name,Opinion,Sentiment
Refrigerator,Male,English,Godrej Single Door Refrigerator,This refrigerator is value for money for small family . But they do not provide any extra space at bottom to keep dry items . The cover shown in image is just dummy . Also there is 1 inch gaping between the vegetable chiller and it's top cover . The top cover does not completely covers the vegetable rack,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,My mom was upset initially cos she had to manually press a button for defrosting,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Good,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Its working fine but body was pressed at many places.I have already returned one yesterday as its corner was badly pressed. Packaging could have been better.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Lock is not working and back side standy not in the box.Call the helpline number but not respond.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Good service happy,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,"I have started using it 15 days ago. Initially as instructed i have opened it from pack and kept it off for atlst 6-7 hours. After that i plugged in and have not kept anything for overnight. next day i started using it. Initially it took 2-3 days to have proper cooling and once it was full for cooling, i realized that vegetables are geeting almost frozen. But then i realized that it is a rainy season, i need to change the setting. So i did that. It is really working awssmmm..... but yes it is useful for 2-3 persons.",Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Good product ..go for it ..,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Product is very good and value for money,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Nice product ðŸ‘,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"According to present competition in refrigerator marketing godrej gives 100 efficiency to stand with other brand refrigerators it's design and build quality,stylish look are amazing at that price im mostly recommended ...it's simple and amazing most assured definitely you will gonna love that product ...thank you amazon",Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,"Delivered me on date ok , But minimum knowledge to have sending before check product once or twice it's working or not , How can you send defective product it's not cooling whole one day..ðŸ˜ this was bed experience to me... please replace my product to new one",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,It's very light weight & nice looking & there was no noice at the time at night,Neutral
Refrigerator,Female,English,Godrej Single Door Refrigerator,Refrigerator ki cooling fast h Or bahut accha h,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Best fridge budget awesome product thankyou amazone and seller. Viswas karke samane lete ha kabhi caustumer ka viswas mat totnadena aasa hi aacha samaan dete rahe.,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Due to third grade third class ciriuar service i will never purchase anything from AMAZON in future . Thanks for this experiance .,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,nyc,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,The refrigerator delivered today when i open the pakage i saw a dent right side of the refrigerator and the lock system not working ðŸ˜žðŸ˜ž.i thought replacement this but its take minimum 7 to 10days.so I didn't,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,The media could not be loaded. We received a diffect product with damaged lock system with dent on surface.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Yesterday suddenly our refregrator stop working. I think comptessor shutdown. So kindly suggest me the right woy to solve the problem,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"I am giving review after 15 days uses, delivery is happened immediately on next day and delivery person has explained all the things as per product specifications. AS per picture shown we expected extra storage drawer at bottom but it is not there only show case cover of 6"" size. although freezer is working fine.Thanks amazon for the product",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,After 2 years damaged,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Nice product with good pricing but no one from company came for inspection yet,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,The media could not be loaded. The refrigerator delivered today when i open the pakage i saw a dent right side of the refrigerator and the lock system not working ðŸ˜žðŸ˜ž.i thought replacement this but its take minimum 7 to 10days.so I didn't,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,All good but delivery so late I have received on 9 th sep but delivery time is 6th sept,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Nice product from worlpool. I m using last 3 months till date I never get one single fault from this model. Amazing product and design from whirlpool. Thank u Amazon for such a nice product and one card also give me big discount.,Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Performance and storeage very good,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Value for money.,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,"All okay1. Should improve in sizes inside the refrigerator and outside heat is produced lot2. Freezer is not working properly which means if I kept in freezer mode it gets freezed the liquid items, if i fix it in normal mode also it gets freezed the liquid itemsOver-all value for money",Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Door doesn't close properly. Service was good.,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,My Fridge making sound..pls.repaire it with ur technician.tq.,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Nice and ease of installation... Size is best compare to other products...,Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,The media could not be loaded. Nice product from worlpool. I m using last 3 months till date I never get one single fault from this model. Amazing product and design from whirlpool. Thank u Amazon for such a nice product and one card also give me big discount.,Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,"Really like the 3 door design.Only drawback that I could find in the design, which could have been taken care/eliminated....is the lack of provision to increase/decrease the height of the racks to store some tall containers.Now, I've kept one rack outside, to provide space for a taller container.My previous fridge had extra tracks above and below all the three racks, so that the height of the racks could be adjusted to increase height in the below/above rack.",Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,"Kindly do not fall for the low price and looks. The product quality is sub standard, the worst item from flipkart. The item i received had lot of panel gaps and rubber gaskets were not aligned properly. Spending so much on a product like this is not worth it. Pics attached, amazon customer care was kind enough to understand the situation and provide a refund.",Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,I use this product 13 months now the refrigerator is completely dead 3 times visit of service manager after so many requests and on last visit he says refrigerator will not be repaierd. Dont buy this product please not a good sign for whirpool..,Negative
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Good,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,"Product easily replaced with a newer one having same capacity & specifications b'coz online product's cooling was perfect but found mechanically defective at the base screws , uncovered insulation , inclined doors & cracks in the ice zone , extra noise of cooling fan inside , no silent cooling .Thanks to whirlpool for easily replacing the defective product . Now new refrigerator is working perfectly .",Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Freeze bulb fuse after 3 month of purchase,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Service bht bekaar h3 baar call kr di customer care par rubber kiAaate h ek ladka dekh kr chala jaata h kehta h senior visit krengeFir ghayabService bht buri ho gayi whirlpool ki mat lenaCustomer care vaale bhi attitude m rehte hDoosri conpany bht h vo le lo best hMra delhi m lene par ye haaal h service ka,Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,"It's a good product, it looks good, and I found it beautiful in every way. But this product of mine has a very big dent on the front, there are many small dents and one very big and visible dent. Poor delivery.",Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Performance very good so far,Neutral
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,Best fridge in 3 door compartment. Vegetable section can't keep veggies fresh for long time as it was claimed.Child door lock should be there,Positive
Refrigerator,Male,English,Whirlpool Triple Door Refrigerator,"We have purchased this item which was defective. Called so many times customer care service center, neither they are replacing it nor they are refunding my money. Also for defective piece replacement service center is charging money. Fully wastage of my money and time. Worst service by amazon and worst quality of Whirlpool.",Negative
Refrigerator,Female,English,Whirlpool Triple Door Refrigerator,Overall fridge is good with good features. But I am facing problem with bottom trolly with wheel it's misaligned and completely visible. Because of this roller may get damaged after use. It's clearly visible and installation guy mentioned it in his report. As pe Amazon their is 10 days replacement policy but surprisingly after going through hectic process of raising replacement Amazon customer care saying that this item is out of stock and not able to replace but refund can be issued. This is very pathetic reply and I conveyed them I need replacement as I have purchased it with exchange. They are telling wait for few days once stock is their we can replace but not guaranteed. While purchasing no were it's mentioned about refund and stock availability. Can't beleive Amazon is doing such non sense thing. Let's see whether I can get replacement or not.,Neutral
